id,name,current_price,total_volume,market_cap,last_updated
flex-coin,FLEX Coin,2.81,237083533.0,221514860.0,2021-10-12T19:27:10.199Z
stratis,Stratis,2.19,27461632.0,220495088.0,2021-10-12T20:00:05.961Z
keep-network,Keep Network,0.398937,13058197.0,220144762.0,2021-10-12T19:59:30.647Z
balancer,Balancer,20.33,34995095.0,219734477.0,2021-10-12T20:00:26.958Z
ellipsis,Ellipsis,0.508769,17626449.0,213713322.0,2021-10-12T19:59:07.441Z
metal,Metal,3.33,54161722.0,213691272.0,2021-10-12T20:00:31.166Z
origintrail,OriginTrail,0.579697,4032594.0,211057560.0,2021-10-12T19:59:59.185Z
funfair,FUNToken,0.01965786,20325719.0,210608846.0,2021-10-12T20:00:48.050Z
alchemy-pay,Alchemy Pay,0.061309,29493275.0,208798667.0,2021-10-12T19:59:59.168Z
klever,Klever,0.03792411,1623749.0,208566459.0,2021-10-12T19:59:20.025Z
proton,Proton,0.02554959,23295168.0,207797215.0,2021-10-12T19:59:25.230Z
synapse-2,Synapse,2.78,11714942.0,205669774.0,2021-10-12T19:59:38.979Z
rif-token,RSK Infrastructure Framework,0.260021,3463721.0,204714894.0,2021-10-12T19:58:44.959Z
anyswap,Anyswap,11.8,13462310.0,203109623.0,2021-10-12T19:59:43.972Z
superfarm,SuperFarm,0.703266,49859127.0,202287885.0,2021-10-12T19:59:39.653Z
beldex,Beldex,0.13444,90429.0,201881982.0,2021-10-12T19:57:09.775Z
quark-chain,QuarkChain,0.03032969,22142367.0,199581671.0,2021-10-12T20:00:58.576Z
my-neighbor-alice,My Neighbor Alice,11.34,93003846.0,198728746.0,2021-10-12T19:59:58.119Z
star-atlas,Star Atlas,0.091356,18897749.0,198126271.0,2021-10-12T19:59:42.823Z
auction,Bounce,27.17,17869848.0,196212293.0,2021-10-12T20:00:15.875Z
lido-dao,Lido DAO,3.51,4445753.0,194792875.0,2021-10-12T19:59:03.252Z
ufo-gaming,UFO Gaming,7.55e-06,1862923.0,194249849.0,2021-10-12T19:57:49.755Z
playdapp,PlayDapp,0.79791,5191570.0,192923446.0,2021-10-12T19:59:04.318Z
request-network,Request,0.25124,143150069.0,192642526.0,2021-10-12T19:59:58.337Z
everipedia,Everipedia,0.01909288,44522272.0,192233927.0,2021-10-12T19:58:25.124Z
orchid-protocol,Orchid Protocol,0.32135,10845530.0,191574146.0,2021-10-12T19:59:55.547Z
truefi,TrueFi,0.421424,6180627.0,187575987.0,2021-10-12T19:59:48.698Z
defipulse-index,DeFiPulse Index,313.27,1456166.0,187325818.0,2021-10-12T19:59:56.049Z
melon,Enzyme,127.9,15240568.0,186928647.0,2021-10-12T19:59:55.694Z
storj,Storj,1.3,62413775.0,186530935.0,2021-10-12T20:00:04.016Z
tomochain,TomoChain,2.12,6175195.0,183938509.0,2021-10-12T19:59:45.940Z
privateum,Privateum,2.29,770065.0,183645594.0,2021-10-12T19:56:39.871Z
aurora-dao,IDEX,0.307973,24182933.0,182875366.0,2021-10-12T20:00:15.074Z
escoin-token,Escoin Token,2.68,171000.0,181048353.0,2021-10-12T19:58:09.760Z
chromaway,Chromia,0.31599,24872797.0,180466034.0,2021-10-12T19:59:48.991Z
gemini-dollar,Gemini Dollar,0.993891,8568150.0,177583990.0,2021-10-12T19:59:20.106Z
noia-network,Syntropy,0.367936,913831.0,177012783.0,2021-10-12T19:58:45.201Z
joe,JOE,1.78,39779166.0,176928763.0,2021-10-12T19:56:40.987Z
nusd,sUSD,0.997968,4453615.0,175684963.0,2021-10-12T20:00:25.334Z
math,MATH,1.22,1219890.0,173958150.0,2021-10-12T19:57:46.968Z
api3,API3,4.57,12638873.0,173598141.0,2021-10-12T20:00:20.407Z
star-atlas-dao,Star Atlas DAO,8.02,9325654.0,173423521.0,2021-10-12T19:58:48.193Z
syscoin,Syscoin,0.27814,2931601.0,172969584.0,2021-10-12T19:59:29.919Z
